GEOID,NAME,year,total_units,owner_occupied,renter_occupied,owner_occupancy_rate,renter_occupancy_rate,rent_burdened,total_renters,percent_rent_burdened
18097355100,"Census Tract 3551, Marion County, Indiana",2017,703,180,523,25.604551920341393,74.3954480796586,254,523,48.565965583174
18097355300,"Census Tract 3553, Marion County, Indiana",2017,1069,545,524,50.9822263797942,49.0177736202058,273,524,52.099236641221374
18097320109,"Census Tract 3201.09, Marion County, Indiana",2017,1192,927,265,77.76845637583892,22.231543624161073,64,265,24.150943396226417
18097310104,"Census Tract 3101.04, Marion County, Indiana",2017,1906,963,943,50.524658971668416,49.475341028331584,398,943,42.20572640509014
18097310308,"Census Tract 3103.08, Marion County, Indiana",2017,1158,709,449,61.226252158894646,38.773747841105354,264,449,58.797327394209354
18097320107,"Census Tract 3201.07, Marion County, Indiana",2017,796,647,149,81.28140703517587,18.718592964824122,37,149,24.83221476510067
18097320800,"Census Tract 3208, Marion County, Indiana",2017,1167,1083,84,92.80205655526993,7.197943444730077,32,84,38.095238095238095
18097321200,"Census Tract 3212, Marion County, Indiana",2017,2105,1757,348,83.46793349168647,16.53206650831354,61,348,17.528735632183906
18097330401,"Census Tract 3304.01, Marion County, Indiana",2017,2268,1659,609,73.14814814814815,26.85185185185185,283,609,46.4696223316913
18097330900,"Census Tract 3309, Marion County, Indiana",2017,2156,570,1586,26.437847866419293,73.56215213358071,762,1586,48.0453972257251
18097340101,"Census Tract 3401.01, Marion County, Indiana",2017,1383,1070,313,77.36804049168474,22.631959508315255,171,313,54.63258785942492
18097340600,"Census Tract 3406, Marion County, Indiana",2017,1847,869,978,47.049269085002706,52.950730914997294,619,978,63.29243353783231
18097341100,"Census Tract 3411, Marion County, Indiana",2017,753,373,380,49.53519256308101,50.46480743691899,244,380,64.21052631578948
18097342000,"Census Tract 3420, Marion County, Indiana",2017,2155,1960,195,90.95127610208817,9.048723897911833,45,195,23.076923076923077
18097350800,"Census Tract 3508, Marion County, Indiana",2017,831,234,597,28.15884476534296,71.84115523465704,380,597,63.651591289782246
18097351200,"Census Tract 3512, Marion County, Indiana",2017,874,332,542,37.986270022883296,62.013729977116704,379,542,69.92619926199262
18097352100,"Census Tract 3521, Marion County, Indiana",2017,755,313,442,41.45695364238411,58.54304635761589,285,442,64.47963800904978
18097356200,"Census Tract 3562, Marion County, Indiana",2017,907,345,562,38.03748621830209,61.96251378169791,212,562,37.72241992882562
18097357900,"Census Tract 3579, Marion County, Indiana",2017,1556,969,587,62.275064267352185,37.724935732647815,317,587,54.003407155025556
18097360101,"Census Tract 3601.01, Marion County, Indiana",2017,896,279,617,31.138392857142858,68.86160714285714,390,617,63.20907617504052
18097360402,"Census Tract 3604.02, Marion County, Indiana",2017,655,335,320,51.14503816793893,48.85496183206107,184,320,57.5
18097360700,"Census Tract 3607, Marion County, Indiana",2017,863,710,153,82.27114716106605,17.72885283893395,64,153,41.830065359477125
18097351500,"Census Tract 3515, Marion County, Indiana",2017,745,179,566,24.026845637583893,75.97315436241611,291,566,51.41342756183746
18097320903,"Census Tract 3209.03, Marion County, Indiana",2017,1674,544,1130,32.49701314217443,67.50298685782556,588,1130,52.0353982300885
18097360601,"Census Tract 3606.01, Marion County, Indiana",2017,1934,1486,448,76.83557394002068,23.164426059979316,176,448,39.285714285714285
18097320106,"Census Tract 3201.06, Marion County, Indiana",2017,926,636,290,68.68250539956803,31.317494600431967,119,290,41.03448275862069
18097322500,"Census Tract 3225, Marion County, Indiana",2017,714,155,559,21.708683473389357,78.29131652661064,257,559,45.974955277280856
18097342200,"Census Tract 3422, Marion County, Indiana",2017,1933,889,1044,45.99068804966374,54.00931195033626,543,1044,52.01149425287356
18097355600,"Census Tract 3556, Marion County, Indiana",2017,816,378,438,46.3235294117647,53.6764705882353,251,438,57.305936073059364
18097310305,"Census Tract 3103.05, Marion County, Indiana",2017,2454,843,1611,34.3520782396088,65.6479217603912,697,1611,43.265052762259465
18097322100,"Census Tract 3221, Marion County, Indiana",2017,1019,576,443,56.52600588812561,43.47399411187439,220,443,49.66139954853273
18097342300,"Census Tract 3423, Marion County, Indiana",2017,2389,1380,1009,57.76475512766848,42.23524487233152,532,1009,52.72547076313182
18097353300,"Census Tract 3533, Marion County, Indiana",2017,1571,188,1383,11.966900063653723,88.03309993634628,473,1383,34.201012292118584
18097357100,"Census Tract 3571, Marion County, Indiana",2017,838,429,409,51.19331742243437,48.80668257756563,233,409,56.9682151589242
18097360602,"Census Tract 3606.02, Marion County, Indiana",2017,2409,1127,1282,46.782897467828974,53.217102532171026,839,1282,65.44461778471138
18097361100,"Census Tract 3611, Marion County, Indiana",2017,1565,770,795,49.201277955271564,50.798722044728436,344,795,43.270440251572325
18097370201,"Census Tract 3702.01, Marion County, Indiana",2017,1501,709,792,47.23517654896735,52.76482345103265,319,792,40.27777777777778
18097381002,"Census Tract 3810.02, Marion County, Indiana",2017,1107,949,158,85.72719060523939,14.272809394760614,55,158,34.81012658227848
18097390200,"Census Tract 3902, Marion County, Indiana",2017,1203,915,288,76.05985037406484,23.940149625935163,196,288,68.05555555555556
18097390403,"Census Tract 3904.03, Marion County, Indiana",2017,3295,3043,252,92.35204855842186,7.647951441578149,80,252,31.746031746031747
18097310103,"Census Tract 3101.03, Marion County, Indiana",2017,2525,2199,326,87.08910891089108,12.910891089108912,123,326,37.73006134969325
18097310105,"Census Tract 3101.05, Marion County, Indiana",2017,1589,924,665,58.14977973568282,41.85022026431718,310,665,46.61654135338346
18097310108,"Census Tract 3101.08, Marion County, Indiana",2017,1475,1247,228,84.54237288135593,15.457627118644067,115,228,50.43859649122807
18097320203,"Census Tract 3202.03, Marion County, Indiana",2017,1731,310,1421,17.908723281340265,82.09127671865973,612,1421,43.06826178747361
18097320500,"Census Tract 3205, Marion County, Indiana",2017,1447,820,627,56.66897028334485,43.33102971665515,211,627,33.65231259968102
18097320901,"Census Tract 3209.01, Marion County, Indiana",2017,2536,1806,730,71.21451104100946,28.785488958990538,400,730,54.794520547945204
18097322400,"Census Tract 3224, Marion County, Indiana",2017,1417,625,792,44.10726887791108,55.89273112208892,306,792,38.63636363636363
18097330106,"Census Tract 3301.06, Marion County, Indiana",2017,2493,347,2146,13.918973124749298,86.0810268752507,1095,2146,51.02516309412861
18097330107,"Census Tract 3301.07, Marion County, Indiana",2017,2521,2472,49,98.05632685442285,1.9436731455771519,0,49,0
18097320105,"Census Tract 3201.05, Marion County, Indiana",2017,1806,901,905,49.88925802879291,50.11074197120709,437,905,48.28729281767956
18097320204,"Census Tract 3202.04, Marion County, Indiana",2017,2600,518,2082,19.923076923076923,80.07692307692308,962,2082,46.20557156580211
18097320600,"Census Tract 3206, Marion County, Indiana",2017,1130,804,326,71.15044247787611,28.849557522123895,129,326,39.57055214723926
18097321700,"Census Tract 3217, Marion County, Indiana",2017,2032,1306,726,64.27165354330708,35.72834645669291,244,726,33.608815426997246
18097330202,"Census Tract 3302.02, Marion County, Indiana",2017,4124,2372,1752,57.516973811833175,42.483026188166825,951,1752,54.28082191780822
18097340300,"Census Tract 3403, Marion County, Indiana",2017,2541,905,1636,35.61589925226289,64.38410074773711,932,1636,56.9682151589242
18097341200,"Census Tract 3412, Marion County, Indiana",2017,800,299,501,37.375,62.625,283,501,56.48702594810379
18097341600,"Census Tract 3416, Marion County, Indiana",2017,819,265,554,32.356532356532355,67.64346764346764,281,554,50.72202166064982
18097342101,"Census Tract 3421.01, Marion County, Indiana",2017,1826,1300,526,71.19386637458926,28.806133625410734,382,526,72.6235741444867
18097342600,"Census Tract 3426, Marion County, Indiana",2017,1110,562,548,50.630630630630634,49.369369369369366,357,548,65.14598540145985
18097352400,"Census Tract 3524, Marion County, Indiana",2017,1332,449,883,33.708708708708706,66.29129129129129,590,883,66.8176670441676
18097352700,"Census Tract 3527, Marion County, Indiana",2017,1091,415,676,38.03849679193401,61.96150320806599,222,676,32.84023668639053
18097330700,"Census Tract 3307, Marion County, Indiana",2017,2517,1560,957,61.97854588796186,38.02145411203814,170,957,17.763845350052247
18097350100,"Census Tract 3501, Marion County, Indiana",2017,572,287,285,50.17482517482517,49.82517482517483,174,285,61.05263157894737
18097360900,"Census Tract 3609, Marion County, Indiana",2017,2397,1472,925,61.410095953274926,38.589904046725074,643,925,69.51351351351352
18097361000,"Census Tract 3610, Marion County, Indiana",2017,947,774,173,81.73178458289335,18.268215417106653,67,173,38.72832369942196
18097340400,"Census Tract 3404, Marion County, Indiana",2017,1197,544,653,45.4469507101086,54.5530492898914,356,653,54.51761102603369
18097342400,"Census Tract 3424, Marion County, Indiana",2017,636,309,327,48.58490566037736,51.41509433962264,144,327,44.03669724770642
18097342500,"Census Tract 3425, Marion County, Indiana",2017,1650,1082,568,65.57575757575758,34.42424242424242,413,568,72.71126760563381
18097350500,"Census Tract 3505, Marion County, Indiana",2017,881,387,494,43.927355278093074,56.072644721906926,245,494,49.59514170040486
18097350600,"Census Tract 3506, Marion County, Indiana",2017,1754,971,783,55.359179019384264,44.640820980615736,551,783,70.37037037037037
18097351600,"Census Tract 3516, Marion County, Indiana",2017,1015,529,486,52.118226600985224,47.881773399014776,159,486,32.71604938271605
18097351000,"Census Tract 3510, Marion County, Indiana",2017,1022,413,609,40.41095890410959,59.58904109589041,369,609,60.59113300492611
18097352500,"Census Tract 3525, Marion County, Indiana",2017,1470,875,595,59.523809523809526,40.476190476190474,345,595,57.983193277310924
18097352800,"Census Tract 3528, Marion County, Indiana",2017,445,160,285,35.95505617977528,64.04494382022472,176,285,61.75438596491228
18097353600,"Census Tract 3536, Marion County, Indiana",2017,836,303,533,36.24401913875598,63.75598086124402,366,533,68.66791744840525
18097354900,"Census Tract 3549, Marion County, Indiana",2017,1071,406,665,37.908496732026144,62.091503267973856,368,665,55.338345864661655
18097355900,"Census Tract 3559, Marion County, Indiana",2017,887,442,445,49.83089064261556,50.16910935738444,229,445,51.46067415730337
18097357000,"Census Tract 3570, Marion County, Indiana",2017,848,410,438,48.34905660377358,51.65094339622642,272,438,62.10045662100457
18097360102,"Census Tract 3601.02, Marion County, Indiana",2017,1026,425,601,41.42300194931774,58.57699805068226,349,601,58.069883527454245
18097380700,"Census Tract 3807, Marion County, Indiana",2017,2185,1023,1162,46.81922196796339,53.18077803203661,723,1162,62.22030981067125
18097361400,"Census Tract 3614, Marion County, Indiana",2017,4216,2949,1267,69.94781783681215,30.052182163187855,384,1267,30.307813733228098
18097361600,"Census Tract 3616, Marion County, Indiana",2017,3005,2896,109,96.37271214642263,3.627287853577371,69,109,63.30275229357798
18097310201,"Census Tract 3102.01, Marion County, Indiana",2017,1276,744,532,58.307210031347964,41.692789968652036,411,532,77.25563909774436
18097310306,"Census Tract 3103.06, Marion County, Indiana",2017,2134,470,1664,22.02436738519213,77.97563261480788,886,1664,53.24519230769231
18097320304,"Census Tract 3203.04, Marion County, Indiana",2017,3044,1890,1154,62.089356110381075,37.910643889618925,400,1154,34.66204506065858
18097321001,"Census Tract 3210.01, Marion County, Indiana",2017,995,756,239,75.97989949748744,24.020100502512562,117,239,48.95397489539749
18097356400,"Census Tract 3564, Marion County, Indiana",2017,1500,536,964,35.733333333333334,64.26666666666667,477,964,49.481327800829874
18097354400,"Census Tract 3544, Marion County, Indiana",2017,694,362,332,52.16138328530259,47.83861671469741,152,332,45.78313253012048
18097331000,"Census Tract 3310, Marion County, Indiana",2017,1572,1037,535,65.96692111959288,34.033078880407125,275,535,51.401869158878505
18097340500,"Census Tract 3405, Marion County, Indiana",2017,1722,496,1226,28.80371660859466,71.19628339140534,570,1226,46.492659053833606
18097340700,"Census Tract 3407, Marion County, Indiana",2017,1224,547,677,44.689542483660134,55.310457516339866,342,677,50.51698670605613
18097341700,"Census Tract 3417, Marion County, Indiana",2017,1716,799,917,46.561771561771565,53.438228438228435,587,917,64.01308615049074
18097350300,"Census Tract 3503, Marion County, Indiana",2017,1295,142,1153,10.965250965250965,89.03474903474904,654,1153,56.721595836947095
18097351900,"Census Tract 3519, Marion County, Indiana",2017,1059,542,517,51.18035882908404,48.81964117091596,201,517,38.87814313346228
18097355400,"Census Tract 3554, Marion County, Indiana",2017,1343,415,928,30.90096798212956,69.09903201787044,439,928,47.30603448275862
18097355500,"Census Tract 3555, Marion County, Indiana",2017,1440,805,635,55.90277777777778,44.09722222222222,225,635,35.43307086614173
18097356900,"Census Tract 3569, Marion County, Indiana",2017,919,385,534,41.89336235038085,58.10663764961915,310,534,58.052434456928836
18097357200,"Census Tract 3572, Marion County, Indiana",2017,931,426,505,45.757250268528466,54.242749731471534,313,505,61.98019801980198
18097358000,"Census Tract 3580, Marion County, Indiana",2017,495,287,208,57.97979797979798,42.02020202020202,78,208,37.5
18097370202,"Census Tract 3702.02, Marion County, Indiana",2017,2504,1234,1270,49.281150159744406,50.718849840255594,752,1270,59.21259842519685
18097360302,"Census Tract 3603.02, Marion County, Indiana",2017,900,240,660,26.666666666666668,73.33333333333333,389,660,58.93939393939394
18097361200,"Census Tract 3612, Marion County, Indiana",2017,1399,735,664,52.53752680486061,47.46247319513939,369,664,55.5722891566265
18097361300,"Census Tract 3613, Marion County, Indiana",2017,981,729,252,74.31192660550458,25.68807339449541,104,252,41.26984126984127
18097380402,"Census Tract 3804.02, Marion County, Indiana",2017,1948,502,1446,25.770020533880903,74.22997946611909,764,1446,52.83540802213001
18097360201,"Census Tract 3602.01, Marion County, Indiana",2017,1566,685,881,43.74201787994892,56.25798212005108,392,881,44.49489216799092
18097360501,"Census Tract 3605.01, Marion County, Indiana",2017,2341,1460,881,62.36651003844511,37.63348996155489,389,881,44.154370034052214
18097320303,"Census Tract 3203.03, Marion County, Indiana",2017,1841,6,1835,0.32590983161325365,99.67409016838674,572,1835,31.1716621253406
18097320902,"Census Tract 3209.02, Marion County, Indiana",2017,1611,512,1099,31.781502172563624,68.21849782743638,739,1099,67.24294813466788
18097321600,"Census Tract 3216, Marion County, Indiana",2017,2389,1126,1263,47.1326915027208,52.8673084972792,679,1263,53.76088677751385
18097321900,"Census Tract 3219, Marion County, Indiana",2017,1255,942,313,75.0597609561753,24.9402390438247,121,313,38.65814696485623
18097322000,"Census Tract 3220, Marion County, Indiana",2017,1391,756,635,54.34938892882818,45.65061107117182,239,635,37.63779527559055
18097322700,"Census Tract 3227, Marion County, Indiana",2017,813,608,205,74.78474784747847,25.215252152521526,138,205,67.3170731707317
18097340102,"Census Tract 3401.02, Marion County, Indiana",2017,1617,358,1259,22.139764996907854,77.86023500309214,789,1259,62.66878474980143
18097341000,"Census Tract 3410, Marion County, Indiana",2017,744,580,164,77.95698924731182,22.043010752688172,68,164,41.46341463414634
18097381205,"Census Tract 3812.05, Marion County, Indiana",2018,2594,1095,1499,42.21279876638396,57.78720123361604,587,1499,39.15943962641761
18097321400,"Census Tract 3214, Marion County, Indiana",2018,2480,1540,940,62.096774193548384,37.903225806451616,393,940,41.808510638297875
18097322300,"Census Tract 3223, Marion County, Indiana",2018,1052,781,271,74.23954372623574,25.76045627376426,79,271,29.15129151291513
18097330105,"Census Tract 3301.05, Marion County, Indiana",2018,2680,670,2010,25,75,564,2010,28.059701492537314
18097340108,"Census Tract 3401.08, Marion County, Indiana",2018,857,140,717,16.33605600933489,83.66394399066512,361,717,50.348675034867505
18097350400,"Census Tract 3504, Marion County, Indiana",2018,994,557,437,56.03621730382294,43.96378269617706,263,437,60.183066361556065
18097350700,"Census Tract 3507, Marion County, Indiana",2018,598,393,205,65.7190635451505,34.280936454849495,138,205,67.3170731707317
18097350900,"Census Tract 3509, Marion County, Indiana",2018,564,291,273,51.59574468085106,48.40425531914894,150,273,54.94505494505494
18097351700,"Census Tract 3517, Marion County, Indiana",2018,940,502,438,53.40425531914894,46.59574468085106,221,438,50.45662100456621
18097310110,"Census Tract 3101.10, Marion County, Indiana",2018,1374,586,788,42.64919941775837,57.35080058224163,358,788,45.431472081218274
18097310111,"Census Tract 3101.11, Marion County, Indiana",2018,1775,719,1056,40.50704225352113,59.49295774647887,511,1056,48.390151515151516
18097310204,"Census Tract 3102.04, Marion County, Indiana",2018,1790,972,818,54.30167597765363,45.69832402234637,394,818,48.16625916870416
18097310310,"Census Tract 3103.10, Marion County, Indiana",2018,1572,1180,392,75.06361323155217,24.936386768447836,210,392,53.57142857142857
18097310203,"Census Tract 3102.03, Marion County, Indiana",2018,2250,1322,928,58.75555555555555,41.24444444444445,470,928,50.64655172413793
18097310309,"Census Tract 3103.09, Marion County, Indiana",2018,1566,362,1204,23.116219667943806,76.88378033205619,615,1204,51.079734219269106
18097310311,"Census Tract 3103.11, Marion County, Indiana",2018,1849,1711,138,92.53650621957814,7.4634937804218495,86,138,62.31884057971015
18097310312,"Census Tract 3103.12, Marion County, Indiana",2018,2462,1002,1460,40.69861900893582,59.30138099106418,748,1460,51.23287671232877
18097330108,"Census Tract 3301.08, Marion County, Indiana",2018,1489,1416,73,95.09738079247818,4.902619207521827,5,73,6.8493150684931505
18097330109,"Census Tract 3301.09, Marion County, Indiana",2018,2218,2049,169,92.380522993688,7.6194770063119925,39,169,23.076923076923077
18097340300,"Census Tract 3403, Marion County, Indiana",2018,2696,921,1775,34.16172106824926,65.83827893175074,1079,1775,60.7887323943662
18097341200,"Census Tract 3412, Marion County, Indiana",2018,824,346,478,41.99029126213592,58.00970873786408,276,478,57.74058577405858
18097341600,"Census Tract 3416, Marion County, Indiana",2018,825,327,498,39.63636363636363,60.36363636363637,231,498,46.3855421686747
18097342101,"Census Tract 3421.01, Marion County, Indiana",2018,1781,1245,536,69.90454800673778,30.095451993262213,390,536,72.76119402985074
18097352600,"Census Tract 3526, Marion County, Indiana",2018,1307,547,760,41.851568477429225,58.148431522570775,392,760,51.578947368421055
18097353500,"Census Tract 3535, Marion County, Indiana",2018,1069,168,901,15.715622076707202,84.2843779232928,406,901,45.061043285238625
18097354800,"Census Tract 3548, Marion County, Indiana",2018,564,231,333,40.95744680851064,59.04255319148936,225,333,67.56756756756756
18097355000,"Census Tract 3550, Marion County, Indiana",2018,819,303,516,36.99633699633699,63.00366300366301,279,516,54.06976744186046
18097357500,"Census Tract 3575, Marion County, Indiana",2018,1469,1135,334,77.26344452008169,22.736555479918312,169,334,50.59880239520958
18097357600,"Census Tract 3576, Marion County, Indiana",2018,2312,1085,1227,46.92906574394463,53.07093425605537,737,1227,60.06519967400163
18097360202,"Census Tract 3602.02, Marion County, Indiana",2018,1228,819,409,66.69381107491857,33.306188925081436,293,409,71.63814180929096
18097354200,"Census Tract 3542, Marion County, Indiana",2018,4207,1306,2901,31.043498930354172,68.95650106964582,1106,2901,38.124784557049296
18097354500,"Census Tract 3545, Marion County, Indiana",2018,1028,387,641,37.64591439688716,62.35408560311284,330,641,51.482059282371296
18097357300,"Census Tract 3573, Marion County, Indiana",2018,894,308,586,34.45190156599553,65.54809843400447,387,586,66.04095563139931
18097360405,"Census Tract 3604.05, Marion County, Indiana",2018,2369,1498,871,63.23343182777543,36.76656817222457,401,871,46.0390355912744
18097360502,"Census Tract 3605.02, Marion County, Indiana",2018,2428,1443,985,59.43163097199341,40.56836902800659,617,985,62.63959390862944
18097360800,"Census Tract 3608, Marion County, Indiana",2018,1289,354,935,27.463149728471684,72.53685027152832,548,935,58.6096256684492
18097380200,"Census Tract 3802, Marion County, Indiana",2018,1384,664,720,47.97687861271676,52.02312138728324,391,720,54.30555555555556
18097380902,"Census Tract 3809.02, Marion County, Indiana",2018,2421,1798,623,74.26683188764973,25.733168112350267,227,623,36.43659711075441
18097381203,"Census Tract 3812.03, Marion County, Indiana",2018,1073,207,866,19.29170549860205,80.70829450139794,458,866,52.88683602771363
18097320109,"Census Tract 3201.09, Marion County, Indiana",2018,1195,963,232,80.5857740585774,19.414225941422593,59,232,25.43103448275862
18097310104,"Census Tract 3101.04, Marion County, Indiana",2018,1876,1046,830,55.75692963752665,44.24307036247335,278,830,33.493975903614455
18097310308,"Census Tract 3103.08, Marion County, Indiana",2018,1120,735,385,65.625,34.375,215,385,55.84415584415584
18097320107,"Census Tract 3201.07, Marion County, Indiana",2018,803,662,141,82.44084682440847,17.559153175591533,42,141,29.78723404255319
18097320800,"Census Tract 3208, Marion County, Indiana",2018,1198,1117,81,93.23873121869784,6.76126878130217,28,81,34.5679012345679
18097310306,"Census Tract 3103.06, Marion County, Indiana",2018,2139,517,1622,24.170172978027114,75.82982702197289,764,1622,47.10234278668311
18097320304,"Census Tract 3203.04, Marion County, Indiana",2018,3099,1928,1171,62.213617295901905,37.786382704098095,468,1171,39.96584116140051
18097321001,"Census Tract 3210.01, Marion County, Indiana",2018,1016,769,247,75.68897637795276,24.311023622047244,99,247,40.08097165991903
18097356400,"Census Tract 3564, Marion County, Indiana",2018,1336,462,874,34.58083832335329,65.41916167664671,447,874,51.1441647597254
18097354400,"Census Tract 3544, Marion County, Indiana",2018,667,370,297,55.472263868065966,44.527736131934034,145,297,48.821548821548824
18097331000,"Census Tract 3310, Marion County, Indiana",2018,1609,1023,586,63.57986326911125,36.42013673088875,285,586,48.63481228668942
18097340500,"Census Tract 3405, Marion County, Indiana",2018,1625,461,1164,28.369230769230768,71.63076923076923,536,1164,46.04810996563574
18097330206,"Census Tract 3302.06, Marion County, Indiana",2018,1749,1589,160,90.85191538021726,9.148084619782733,98,160,61.25
18097330209,"Census Tract 3302.09, Marion County, Indiana",2018,3271,2622,649,80.15897279119535,19.841027208804647,334,649,51.463790446841294
18097330208,"Census Tract 3302.08, Marion County, Indiana",2018,1220,1135,85,93.0327868852459,6.967213114754099,21,85,24.705882352941178
18097330803,"Census Tract 3308.03, Marion County, Indiana",2018,1234,404,830,32.73905996758509,67.26094003241491,435,830,52.40963855421687
18097330804,"Census Tract 3308.04, Marion County, Indiana",2018,1190,209,981,17.563025210084035,82.43697478991596,402,981,40.97859327217125
18097330805,"Census Tract 3308.05, Marion County, Indiana",2018,1318,278,1040,21.09256449165402,78.90743550834598,461,1040,44.32692307692308
18097330806,"Census Tract 3308.06, Marion County, Indiana",2018,1543,459,1084,29.747245625405053,70.25275437459494,604,1084,55.71955719557196
18097340109,"Census Tract 3401.09, Marion County, Indiana",2018,461,277,184,60.08676789587852,39.91323210412148,76,184,41.30434782608695
18097340110,"Census Tract 3401.10, Marion County, Indiana",2018,2175,449,1726,20.64367816091954,79.356321839080465,925,1726,53.592120509849366
18097342600,"Census Tract 3426, Marion County, Indiana",2018,1113,449,664,40.34141958670261,59.65858041329739,420,664,63.25301204819277
18097340700,"Census Tract 3407, Marion County, Indiana",2018,1231,572,659,46.46628757108042,53.53371242891958,296,659,44.916540212443095
18097341700,"Census Tract 3417, Marion County, Indiana",2018,1668,725,943,43.465227817745806,56.534772182254194,619,943,65.64156945917286
18097350300,"Census Tract 3503, Marion County, Indiana",2018,1399,140,1259,10.007147962830594,89.99285203716941,706,1259,56.07625099285147
18097351900,"Census Tract 3519, Marion County, Indiana",2018,1039,482,557,46.390760346487006,53.609239653512994,227,557,40.754039497307005
18097355400,"Census Tract 3554, Marion County, Indiana",2018,1296,521,775,40.20061728395062,59.79938271604938,309,775,39.87096774193548
18097355500,"Census Tract 3555, Marion County, Indiana",2018,1451,836,615,57.615437629221226,42.384562370778774,168,615,27.317073170731707
18097356900,"Census Tract 3569, Marion County, Indiana",2018,849,371,478,43.69846878680801,56.30153121319199,284,478,59.41422594142259
18097357200,"Census Tract 3572, Marion County, Indiana",2018,906,446,460,49.22737306843267,50.77262693156733,232,460,50.43478260869565
18097358000,"Census Tract 3580, Marion County, Indiana",2018,483,259,224,53.6231884057971,46.3768115942029,123,224,54.910714285714285
18097370202,"Census Tract 3702.02, Marion County, Indiana",2018,2548,1239,1309,48.62637362637363,51.37362637362637,716,1309,54.69824293353705
18097360302,"Census Tract 3603.02, Marion County, Indiana",2018,882,241,641,27.324263038548754,72.67573696145125,361,641,56.3182527301092
18097361200,"Census Tract 3612, Marion County, Indiana",2018,1426,719,707,50.420757363253855,49.579242636746145,356,707,50.35360678925036
18097361300,"Census Tract 3613, Marion County, Indiana",2018,1024,704,320,68.75,31.25,121,320,37.8125
18097380402,"Census Tract 3804.02, Marion County, Indiana",2018,2029,558,1471,27.501232134056185,72.49876786594382,736,1471,50.033990482664855
18097360201,"Census Tract 3602.01, Marion County, Indiana",2018,1722,693,1029,40.24390243902439,59.75609756097561,559,1029,54.3245869776482
18097360501,"Census Tract 3605.01, Marion County, Indiana",2018,2229,1480,749,66.39748766262898,33.60251233737102,362,749,48.33110814419226
18097320303,"Census Tract 3203.03, Marion County, Indiana",2018,1773,11,1762,0.6204173716864072,99.3795826283136,561,1762,31.838819523269013
18097320902,"Census Tract 3209.02, Marion County, Indiana",2018,1643,557,1086,33.901399878271455,66.09860012172855,755,1086,69.52117863720073
18097321600,"Census Tract 3216, Marion County, Indiana",2018,2363,1120,1243,47.39737621667372,52.60262378332628,610,1243,49.074818986323415
18097340111,"Census Tract 3401.11, Marion County, Indiana",2018,1021,809,212,79.2360430950049,20.7639569049951,41,212,19.339622641509433
18097340112,"Census Tract 3401.12, Marion County, Indiana",2018,2408,1053,1355,43.72923588039867,56.27076411960133,541,1355,39.92619926199262
18097340113,"Census Tract 3401.13, Marion County, Indiana",2018,1594,1026,568,64.36637390213299,35.633626097867,453,568,79.75352112676056
18097340114,"Census Tract 3401.14, Marion County, Indiana",2018,1516,1268,248,83.64116094986808,16.358839050131927,81,248,32.66129032258065
18097340201,"Census Tract 3402.01, Marion County, Indiana",2018,1007,666,341,66.13704071499504,33.86295928500496,168,341,49.266862170087975
18097340202,"Census Tract 3402.02, Marion County, Indiana",2018,1767,567,1200,32.088285229202036,67.91171477079796,640,1200,53.333333333333336
18097340902,"Census Tract 3409.02, Marion County, Indiana",2018,2790,683,2107,24.480286738351253,75.51971326164875,867,2107,41.14855244423351
18097341904,"Census Tract 3419.04, Marion County, Indiana",2018,926,229,697,24.73002159827214,75.26997840172787,365,697,52.36728837876614
18097370301,"Census Tract 3703.01, Marion County, Indiana",2018,3299,2526,773,76.56865716883904,23.431342831160958,321,773,41.526520051746445
18097340901,"Census Tract 3409.01, Marion County, Indiana",2018,1334,1157,177,86.73163418290855,13.268365817091455,35,177,19.774011299435028
18097341903,"Census Tract 3419.03, Marion County, Indiana",2018,2028,319,1709,15.729783037475345,84.27021696252466,839,1709,49.09303686366296
18097370302,"Census Tract 3703.02, Marion County, Indiana",2018,2999,2359,640,78.6595531843948,21.3404468156052,364,640,56.875
18097380403,"Census Tract 3804.03, Marion County, Indiana",2018,1574,1016,558,64.54891994917408,35.45108005082592,194,558,34.76702508960574
18097321200,"Census Tract 3212, Marion County, Indiana",2018,2082,1742,340,83.66954851104707,16.33045148895293,56,340,16.470588235294116
18097330401,"Census Tract 3304.01, Marion County, Indiana",2018,2246,1639,607,72.97417631344612,27.025823686553874,320,607,52.71828665568369
18097330900,"Census Tract 3309, Marion County, Indiana",2018,2307,598,1709,25.921109666233203,74.0788903337668,908,1709,53.13048566413107
18097340101,"Census Tract 3401.01, Marion County, Indiana",2018,1376,1112,264,80.81395348837209,19.186046511627907,156,264,59.09090909090909
18097340600,"Census Tract 3406, Marion County, Indiana",2018,1836,914,922,49.78213507625272,50.21786492374728,523,922,56.724511930585685
18097341100,"Census Tract 3411, Marion County, Indiana",2018,738,391,347,52.981029810298104,47.018970189701896,173,347,49.85590778097983
18097342000,"Census Tract 3420, Marion County, Indiana",2018,2107,1884,223,89.41623160892264,10.583768391077362,58,223,26.00896860986547
18097350800,"Census Tract 3508, Marion County, Indiana",2018,789,282,507,35.741444866920155,64.25855513307985,325,507,64.1025641025641
18097351200,"Census Tract 3512, Marion County, Indiana",2018,898,309,589,34.4097995545657,65.59020044543429,446,589,75.72156196943973
18097352100,"Census Tract 3521, Marion County, Indiana",2018,758,327,431,43.13984168865435,56.86015831134565,270,431,62.64501160092807
