GEOID,NAME,year,total_pop,white_pop,percent_white
18097358100,"Census Tract 3581, Marion County, Indiana",2017,2970,2210,74.41077441077441
18097360404,"Census Tract 3604.04, Marion County, Indiana",2017,7423,1568,21.123534958911492
18097380502,"Census Tract 3805.02, Marion County, Indiana",2017,3868,2937,75.93071354705275
18097380800,"Census Tract 3808, Marion County, Indiana",2017,2605,2498,95.89251439539348
18097380901,"Census Tract 3809.01, Marion County, Indiana",2017,4957,4369,88.13798668549526
18097381101,"Census Tract 3811.01, Marion County, Indiana",2017,5697,4921,86.37879585746884
18097381102,"Census Tract 3811.02, Marion County, Indiana",2017,5776,4687,81.1461218836565
18097381204,"Census Tract 3812.04, Marion County, Indiana",2017,2944,2239,76.05298913043478
18097390300,"Census Tract 3903, Marion County, Indiana",2017,5862,5468,93.27874445581713
18097310106,"Census Tract 3101.06, Marion County, Indiana",2017,3931,1712,43.55125922157212
18097320108,"Census Tract 3201.08, Marion County, Indiana",2017,5024,1826,36.345541401273884
18097320202,"Census Tract 3202.02, Marion County, Indiana",2017,4155,3894,93.71841155234657
18097320301,"Census Tract 3203.01, Marion County, Indiana",2017,3448,3116,90.37122969837587
18097320700,"Census Tract 3207, Marion County, Indiana",2017,1959,1726,88.10617662072487
18097321002,"Census Tract 3210.02, Marion County, Indiana",2017,4458,1841,41.29654553611485
18097380600,"Census Tract 3806, Marion County, Indiana",2017,5230,3618,69.17782026768643
18097321800,"Census Tract 3218, Marion County, Indiana",2017,3714,3235,87.10285406569736
18097322200,"Census Tract 3222, Marion County, Indiana",2017,2238,1528,68.27524575513851
18097330203,"Census Tract 3302.03, Marion County, Indiana",2017,6094,5402,88.64456842796193
18097341902,"Census Tract 3419.02, Marion County, Indiana",2017,3377,2427,71.8685223571217
18097330204,"Census Tract 3302.04, Marion County, Indiana",2017,6784,3941,58.09257075471698
18097330500,"Census Tract 3305, Marion County, Indiana",2017,6352,1493,23.5044080604534
18097352300,"Census Tract 3523, Marion County, Indiana",2017,1166,156,13.379073756432247
18097355100,"Census Tract 3551, Marion County, Indiana",2017,1794,750,41.80602006688963
18097355300,"Census Tract 3553, Marion County, Indiana",2017,2273,1688,74.26308842938847
18097320109,"Census Tract 3201.09, Marion County, Indiana",2017,2583,1967,76.15176151761517
18097310104,"Census Tract 3101.04, Marion County, Indiana",2017,3038,2126,69.98025016458196
18097310308,"Census Tract 3103.08, Marion County, Indiana",2017,3651,768,21.03533278553821
18097320107,"Census Tract 3201.07, Marion County, Indiana",2017,1890,1702,90.05291005291005
18097320800,"Census Tract 3208, Marion County, Indiana",2017,3039,2640,86.87068114511352
18097321200,"Census Tract 3212, Marion County, Indiana",2017,5174,4695,90.74217240046386
18097330401,"Census Tract 3304.01, Marion County, Indiana",2017,6114,4604,75.30258423290807
18097330900,"Census Tract 3309, Marion County, Indiana",2017,5452,644,11.812179016874541
18097340101,"Census Tract 3401.01, Marion County, Indiana",2017,3857,3160,81.92896033186415
18097340600,"Census Tract 3406, Marion County, Indiana",2017,5540,948,17.111913357400724
18097341100,"Census Tract 3411, Marion County, Indiana",2017,2130,1039,48.779342723004696
18097342000,"Census Tract 3420, Marion County, Indiana",2017,6929,3275,47.26511762159042
18097350800,"Census Tract 3508, Marion County, Indiana",2017,2060,51,2.4757281553398056
18097351200,"Census Tract 3512, Marion County, Indiana",2017,2396,70,2.9215358931552586
18097352100,"Census Tract 3521, Marion County, Indiana",2017,2058,193,9.378036929057338
18097356200,"Census Tract 3562, Marion County, Indiana",2017,3847,2047,53.210293735378215
18097357900,"Census Tract 3579, Marion County, Indiana",2017,4019,2979,74.1229161482956
18097360101,"Census Tract 3601.01, Marion County, Indiana",2017,2065,649,31.428571428571427
18097360402,"Census Tract 3604.02, Marion County, Indiana",2017,1967,460,23.385866802236908
18097360700,"Census Tract 3607, Marion County, Indiana",2017,1936,1586,81.92148760330579
18097351500,"Census Tract 3515, Marion County, Indiana",2017,1772,453,25.564334085778782
18097320903,"Census Tract 3209.03, Marion County, Indiana",2017,5127,635,12.385410571484298
18097360601,"Census Tract 3606.01, Marion County, Indiana",2017,4684,3443,73.50555081127241
18097320106,"Census Tract 3201.06, Marion County, Indiana",2017,2232,1575,70.56451612903226
18097322500,"Census Tract 3225, Marion County, Indiana",2017,1418,365,25.740479548660083
18097342200,"Census Tract 3422, Marion County, Indiana",2017,5809,3346,57.60027543467034
18097355600,"Census Tract 3556, Marion County, Indiana",2017,1876,1028,54.79744136460555
18097310305,"Census Tract 3103.05, Marion County, Indiana",2017,6760,1052,15.562130177514794
18097322100,"Census Tract 3221, Marion County, Indiana",2017,2655,1357,51.111111111111114
18097342300,"Census Tract 3423, Marion County, Indiana",2017,6992,5452,77.97482837528604
18097353300,"Census Tract 3533, Marion County, Indiana",2017,2655,1806,68.0225988700565
18097357100,"Census Tract 3571, Marion County, Indiana",2017,2058,1445,70.21379980563654
18097360602,"Census Tract 3606.02, Marion County, Indiana",2017,5981,3414,57.080755726467146
18097361100,"Census Tract 3611, Marion County, Indiana",2017,3493,2819,80.70426567420556
18097370201,"Census Tract 3702.01, Marion County, Indiana",2017,4163,3880,93.20201777564256
18097381002,"Census Tract 3810.02, Marion County, Indiana",2017,3017,2610,86.50977792509116
18097390200,"Census Tract 3902, Marion County, Indiana",2017,3511,2928,83.39504414696668
18097390403,"Census Tract 3904.03, Marion County, Indiana",2017,10949,9809,89.58809023655128
18097310103,"Census Tract 3101.03, Marion County, Indiana",2017,7282,4614,63.36171381488602
18097310105,"Census Tract 3101.05, Marion County, Indiana",2017,3676,1847,50.244831338411316
18097310108,"Census Tract 3101.08, Marion County, Indiana",2017,3369,2509,74.4731374295043
18097320203,"Census Tract 3202.03, Marion County, Indiana",2017,3122,2206,70.6598334401025
18097320500,"Census Tract 3205, Marion County, Indiana",2017,3104,2337,75.28994845360825
18097320901,"Census Tract 3209.01, Marion County, Indiana",2017,6400,4079,63.734375
18097322400,"Census Tract 3224, Marion County, Indiana",2017,3215,1783,55.45878693623639
18097330106,"Census Tract 3301.06, Marion County, Indiana",2017,3910,2567,65.65217391304348
18097330107,"Census Tract 3301.07, Marion County, Indiana",2017,6516,5324,81.70656844689994
18097320105,"Census Tract 3201.05, Marion County, Indiana",2017,4343,2891,66.56688924706424
18097320204,"Census Tract 3202.04, Marion County, Indiana",2017,5089,3359,66.00510905875417
18097320600,"Census Tract 3206, Marion County, Indiana",2017,2197,1994,90.76012744651798
18097321700,"Census Tract 3217, Marion County, Indiana",2017,3644,3162,86.77277716794731
18097330202,"Census Tract 3302.02, Marion County, Indiana",2017,11201,2995,26.738684046067316
18097340300,"Census Tract 3403, Marion County, Indiana",2017,8214,825,10.043827611395178
18097341200,"Census Tract 3412, Marion County, Indiana",2017,2360,186,7.88135593220339
18097341600,"Census Tract 3416, Marion County, Indiana",2017,2137,190,8.890968647636875
18097342101,"Census Tract 3421.01, Marion County, Indiana",2017,5779,2926,50.63159716213878
18097342600,"Census Tract 3426, Marion County, Indiana",2017,3386,1772,52.333136444181925
18097352400,"Census Tract 3524, Marion County, Indiana",2017,2976,1674,56.25
18097352700,"Census Tract 3527, Marion County, Indiana",2017,2531,1546,61.08257605689451
18097330700,"Census Tract 3307, Marion County, Indiana",2017,5304,3150,59.38914027149321
18097350100,"Census Tract 3501, Marion County, Indiana",2017,1182,173,14.636209813874789
18097360900,"Census Tract 3609, Marion County, Indiana",2017,5283,3203,60.628430815824345
18097361000,"Census Tract 3610, Marion County, Indiana",2017,2196,2072,94.35336976320583
18097340400,"Census Tract 3404, Marion County, Indiana",2017,3706,1143,30.841878035617917
18097342400,"Census Tract 3424, Marion County, Indiana",2017,1630,1590,97.54601226993866
18097342500,"Census Tract 3425, Marion County, Indiana",2017,4464,3009,67.40591397849462
18097350500,"Census Tract 3505, Marion County, Indiana",2017,2196,35,1.5938069216757742
18097350600,"Census Tract 3506, Marion County, Indiana",2017,4035,248,6.1462205700123915
18097351600,"Census Tract 3516, Marion County, Indiana",2017,2337,1442,61.70303808301241
18097351000,"Census Tract 3510, Marion County, Indiana",2017,2303,642,27.876682587928787
18097352500,"Census Tract 3525, Marion County, Indiana",2017,2815,2035,72.29129662522203
18097352800,"Census Tract 3528, Marion County, Indiana",2017,1048,136,12.977099236641221
18097353600,"Census Tract 3536, Marion County, Indiana",2017,2378,565,23.75946173254836
18097354900,"Census Tract 3549, Marion County, Indiana",2017,2784,1203,43.21120689655172
18097355900,"Census Tract 3559, Marion County, Indiana",2017,2225,1776,79.82022471910112
18097357000,"Census Tract 3570, Marion County, Indiana",2017,2483,2020,81.35320177204994
18097360102,"Census Tract 3601.02, Marion County, Indiana",2017,2386,235,9.849119865884326
18097380700,"Census Tract 3807, Marion County, Indiana",2017,5312,2539,47.797439759036145
18097361400,"Census Tract 3614, Marion County, Indiana",2017,11159,7496,67.17447799982077
18097361600,"Census Tract 3616, Marion County, Indiana",2017,8621,5534,64.19208908479295
18097310201,"Census Tract 3102.01, Marion County, Indiana",2017,3578,1319,36.864169927333705
18097310306,"Census Tract 3103.06, Marion County, Indiana",2017,6948,546,7.858376511226252
18097320304,"Census Tract 3203.04, Marion County, Indiana",2017,6656,5732,86.11778846153847
18097321001,"Census Tract 3210.01, Marion County, Indiana",2017,2889,1256,43.475250951886466
18097356400,"Census Tract 3564, Marion County, Indiana",2017,4026,2336,58.02285146547442
18097354400,"Census Tract 3544, Marion County, Indiana",2017,1430,1049,73.35664335664336
18097331000,"Census Tract 3310, Marion County, Indiana",2017,4224,248,5.871212121212121
18097340500,"Census Tract 3405, Marion County, Indiana",2017,5005,1098,21.93806193806194
18097340700,"Census Tract 3407, Marion County, Indiana",2017,4061,1195,29.42624969219404
18097341700,"Census Tract 3417, Marion County, Indiana",2017,5043,2727,54.07495538370018
18097350300,"Census Tract 3503, Marion County, Indiana",2017,2377,565,23.769457299116535
18097351900,"Census Tract 3519, Marion County, Indiana",2017,2484,80,3.2206119162640903
18097355400,"Census Tract 3554, Marion County, Indiana",2017,2827,1626,57.516802263883974
18097355500,"Census Tract 3555, Marion County, Indiana",2017,3619,2775,76.67864050842775
18097356900,"Census Tract 3569, Marion County, Indiana",2017,2722,2044,75.09184423218223
18097357200,"Census Tract 3572, Marion County, Indiana",2017,2570,2214,86.147859922179
18097358000,"Census Tract 3580, Marion County, Indiana",2017,1624,1077,66.31773399014779
18097370202,"Census Tract 3702.02, Marion County, Indiana",2017,6425,4965,77.27626459143968
18097360302,"Census Tract 3603.02, Marion County, Indiana",2017,2571,626,24.348502528199145
18097361200,"Census Tract 3612, Marion County, Indiana",2017,3442,2675,77.71644392794887
18097361300,"Census Tract 3613, Marion County, Indiana",2017,2455,2105,85.74338085539715
18097380402,"Census Tract 3804.02, Marion County, Indiana",2017,5103,4241,83.10797570056829
18097360201,"Census Tract 3602.01, Marion County, Indiana",2017,3713,1091,29.383248047401022
18097360501,"Census Tract 3605.01, Marion County, Indiana",2017,6544,3054,46.668704156479215
18097320303,"Census Tract 3203.03, Marion County, Indiana",2017,3424,1884,55.02336448598131
18097320902,"Census Tract 3209.02, Marion County, Indiana",2017,4275,1167,27.29824561403509
18097321600,"Census Tract 3216, Marion County, Indiana",2017,5633,2220,39.41061601278182
18097321900,"Census Tract 3219, Marion County, Indiana",2017,6416,5207,81.1564837905237
18097322000,"Census Tract 3220, Marion County, Indiana",2017,3643,1387,38.0730167444414
18097322700,"Census Tract 3227, Marion County, Indiana",2017,2065,239,11.573849878934626
18097340102,"Census Tract 3401.02, Marion County, Indiana",2017,3671,1308,35.63061836011986
18097341000,"Census Tract 3410, Marion County, Indiana",2017,1749,1484,84.84848484848484
18097381205,"Census Tract 3812.05, Marion County, Indiana",2018,6723,3708,55.15394912985274
18097321400,"Census Tract 3214, Marion County, Indiana",2018,5559,4053,72.90879654614139
18097322300,"Census Tract 3223, Marion County, Indiana",2018,2550,2173,85.2156862745098
18097330105,"Census Tract 3301.05, Marion County, Indiana",2018,5323,3464,65.07608491452189
18097340108,"Census Tract 3401.08, Marion County, Indiana",2018,2375,453,19.073684210526316
18097350400,"Census Tract 3504, Marion County, Indiana",2018,2876,751,26.112656467315716
18097350700,"Census Tract 3507, Marion County, Indiana",2018,1366,48,3.513909224011713
18097350900,"Census Tract 3509, Marion County, Indiana",2018,1464,409,27.937158469945356
18097351700,"Census Tract 3517, Marion County, Indiana",2018,2352,831,35.33163265306123
18097310110,"Census Tract 3101.10, Marion County, Indiana",2018,2963,1346,45.426932163347956
18097310111,"Census Tract 3101.11, Marion County, Indiana",2018,3967,1048,26.417948071590622
18097310204,"Census Tract 3102.04, Marion County, Indiana",2018,5740,1053,18.34494773519164
18097310310,"Census Tract 3103.10, Marion County, Indiana",2018,4982,1328,26.65596146126054
18097310203,"Census Tract 3102.03, Marion County, Indiana",2018,5770,1985,34.40207972270364
18097310309,"Census Tract 3103.09, Marion County, Indiana",2018,4124,606,14.69447138700291
18097310311,"Census Tract 3103.11, Marion County, Indiana",2018,5892,1431,24.287169042769857
18097310312,"Census Tract 3103.12, Marion County, Indiana",2018,6421,688,10.714841924933811
18097330108,"Census Tract 3301.08, Marion County, Indiana",2018,3851,3336,86.62685016878733
18097330109,"Census Tract 3301.09, Marion County, Indiana",2018,5074,4540,89.47575877020103
18097340300,"Census Tract 3403, Marion County, Indiana",2018,8741,726,8.30568584830111
18097341200,"Census Tract 3412, Marion County, Indiana",2018,2493,116,4.6530284797432815
18097341600,"Census Tract 3416, Marion County, Indiana",2018,2058,227,11.030126336248784
18097342101,"Census Tract 3421.01, Marion County, Indiana",2018,5682,3098,54.52305526223161
18097352600,"Census Tract 3526, Marion County, Indiana",2018,3436,1431,41.64726426076834
18097353500,"Census Tract 3535, Marion County, Indiana",2018,2510,1047,41.713147410358566
18097354800,"Census Tract 3548, Marion County, Indiana",2018,1499,529,35.2901934623082
18097355000,"Census Tract 3550, Marion County, Indiana",2018,2234,1055,47.224709042076995
18097357500,"Census Tract 3575, Marion County, Indiana",2018,4187,3717,88.77477907809887
18097357600,"Census Tract 3576, Marion County, Indiana",2018,6586,3978,60.40085028849074
18097360202,"Census Tract 3602.02, Marion County, Indiana",2018,3247,671,20.665229442562364
18097354200,"Census Tract 3542, Marion County, Indiana",2018,7503,4674,62.295081967213115
18097354500,"Census Tract 3545, Marion County, Indiana",2018,2276,1596,70.12302284710017
18097357300,"Census Tract 3573, Marion County, Indiana",2018,2298,1280,55.7006092254134
18097360405,"Census Tract 3604.05, Marion County, Indiana",2018,5852,1780,30.416951469583047
18097360502,"Census Tract 3605.02, Marion County, Indiana",2018,6255,2970,47.48201438848921
18097360800,"Census Tract 3608, Marion County, Indiana",2018,2371,1328,56.01012231126107
18097380200,"Census Tract 3802, Marion County, Indiana",2018,3098,2604,84.05422853453841
18097380902,"Census Tract 3809.02, Marion County, Indiana",2018,5715,4937,86.38670166229221
18097381203,"Census Tract 3812.03, Marion County, Indiana",2018,3199,1679,52.48515160987809
18097320109,"Census Tract 3201.09, Marion County, Indiana",2018,2540,1978,77.8740157480315
18097310104,"Census Tract 3101.04, Marion County, Indiana",2018,3021,2280,75.47169811320755
18097310308,"Census Tract 3103.08, Marion County, Indiana",2018,3526,708,20.079410096426546
18097320107,"Census Tract 3201.07, Marion County, Indiana",2018,1915,1672,87.31070496083551
18097320800,"Census Tract 3208, Marion County, Indiana",2018,3061,2709,88.50049003593597
18097310306,"Census Tract 3103.06, Marion County, Indiana",2018,6532,549,8.404776484996939
18097320304,"Census Tract 3203.04, Marion County, Indiana",2018,6735,5680,84.33556050482554
18097321001,"Census Tract 3210.01, Marion County, Indiana",2018,2883,1001,34.72077696843566
18097356400,"Census Tract 3564, Marion County, Indiana",2018,3474,1774,51.065054691997695
18097354400,"Census Tract 3544, Marion County, Indiana",2018,1411,986,69.87951807228916
18097331000,"Census Tract 3310, Marion County, Indiana",2018,4194,342,8.15450643776824
18097340500,"Census Tract 3405, Marion County, Indiana",2018,5040,1109,22.003968253968253
18097330206,"Census Tract 3302.06, Marion County, Indiana",2018,5071,3628,71.54407414711102
18097330209,"Census Tract 3302.09, Marion County, Indiana",2018,9126,5376,58.9086127547666
18097330208,"Census Tract 3302.08, Marion County, Indiana",2018,2855,2243,78.56392294220666
18097330803,"Census Tract 3308.03, Marion County, Indiana",2018,3890,913,23.470437017994858
18097330804,"Census Tract 3308.04, Marion County, Indiana",2018,3084,488,15.82360570687419
18097330805,"Census Tract 3308.05, Marion County, Indiana",2018,2571,796,30.960715674834695
18097330806,"Census Tract 3308.06, Marion County, Indiana",2018,4003,871,21.758680989258057
18097340109,"Census Tract 3401.09, Marion County, Indiana",2018,1140,348,30.526315789473685
18097340110,"Census Tract 3401.10, Marion County, Indiana",2018,4809,1025,21.31420253690996
18097342600,"Census Tract 3426, Marion County, Indiana",2018,3495,1719,49.18454935622318
18097340700,"Census Tract 3407, Marion County, Indiana",2018,4189,1262,30.12652184292194
18097341700,"Census Tract 3417, Marion County, Indiana",2018,4876,2640,54.14273995077933
18097350300,"Census Tract 3503, Marion County, Indiana",2018,2525,636,25.18811881188119
18097351900,"Census Tract 3519, Marion County, Indiana",2018,2424,119,4.909240924092409
18097355400,"Census Tract 3554, Marion County, Indiana",2018,2840,1749,61.58450704225352
18097355500,"Census Tract 3555, Marion County, Indiana",2018,3726,2796,75.0402576489533
18097356900,"Census Tract 3569, Marion County, Indiana",2018,2424,1758,72.52475247524752
18097357200,"Census Tract 3572, Marion County, Indiana",2018,2430,2053,84.48559670781893
18097358000,"Census Tract 3580, Marion County, Indiana",2018,1442,998,69.20943134535368
18097370202,"Census Tract 3702.02, Marion County, Indiana",2018,6174,4942,80.0453514739229
18097360302,"Census Tract 3603.02, Marion County, Indiana",2018,2509,646,25.74730968513352
18097361200,"Census Tract 3612, Marion County, Indiana",2018,3363,2612,77.66874814154029
18097361300,"Census Tract 3613, Marion County, Indiana",2018,2552,2206,86.44200626959248
18097380402,"Census Tract 3804.02, Marion County, Indiana",2018,4983,4317,86.63455749548464
18097360201,"Census Tract 3602.01, Marion County, Indiana",2018,3827,1081,28.246668408675202
18097360501,"Census Tract 3605.01, Marion County, Indiana",2018,6264,3838,61.27075351213282
18097320303,"Census Tract 3203.03, Marion County, Indiana",2018,3440,1900,55.23255813953488
18097320902,"Census Tract 3209.02, Marion County, Indiana",2018,4216,1224,29.032258064516128
18097321600,"Census Tract 3216, Marion County, Indiana",2018,5714,2421,42.369618480924046
18097340111,"Census Tract 3401.11, Marion County, Indiana",2018,4001,2178,54.43639090227443
18097340112,"Census Tract 3401.12, Marion County, Indiana",2018,5155,2439,47.31328806983511
18097340113,"Census Tract 3401.13, Marion County, Indiana",2018,4180,2999,71.7464114832536
18097340114,"Census Tract 3401.14, Marion County, Indiana",2018,3965,2963,74.72887767969735
18097340201,"Census Tract 3402.01, Marion County, Indiana",2018,3480,1149,33.01724137931034
18097340202,"Census Tract 3402.02, Marion County, Indiana",2018,4349,1806,41.52678776730283
18097340902,"Census Tract 3409.02, Marion County, Indiana",2018,6657,2902,43.59321015472435
18097341904,"Census Tract 3419.04, Marion County, Indiana",2018,2388,501,20.979899497487438
18097370301,"Census Tract 3703.01, Marion County, Indiana",2018,10729,8348,77.80781060676671
18097340901,"Census Tract 3409.01, Marion County, Indiana",2018,3745,2186,58.37116154873164
18097341903,"Census Tract 3419.03, Marion County, Indiana",2018,5703,1136,19.919340697878308
18097370302,"Census Tract 3703.02, Marion County, Indiana",2018,8714,7290,83.65848060592151
18097380403,"Census Tract 3804.03, Marion County, Indiana",2018,4139,3784,91.4230490456632
18097321200,"Census Tract 3212, Marion County, Indiana",2018,5190,4743,91.38728323699422
18097330401,"Census Tract 3304.01, Marion County, Indiana",2018,6173,4443,71.97472865705491
18097330900,"Census Tract 3309, Marion County, Indiana",2018,5907,780,13.204672422549518
18097340101,"Census Tract 3401.01, Marion County, Indiana",2018,3795,3217,84.76943346508564
18097340600,"Census Tract 3406, Marion County, Indiana",2018,5529,901,16.29589437511304
18097341100,"Census Tract 3411, Marion County, Indiana",2018,2210,963,43.574660633484164
18097342000,"Census Tract 3420, Marion County, Indiana",2018,6810,2970,43.61233480176212
18097350800,"Census Tract 3508, Marion County, Indiana",2018,1941,42,2.1638330757341575
18097351200,"Census Tract 3512, Marion County, Indiana",2018,2523,42,1.6646848989298455
18097352100,"Census Tract 3521, Marion County, Indiana",2018,2104,208,9.885931558935361
18097356200,"Census Tract 3562, Marion County, Indiana",2018,4041,2171,53.72432566196486
18097357900,"Census Tract 3579, Marion County, Indiana",2018,3511,2635,75.04984334947308
18097360101,"Census Tract 3601.01, Marion County, Indiana",2018,2402,691,28.767693588676103
18097360402,"Census Tract 3604.02, Marion County, Indiana",2018,2194,478,21.78669097538742
18097360700,"Census Tract 3607, Marion County, Indiana",2018,1872,1593,85.09615384615384
18097360900,"Census Tract 3609, Marion County, Indiana",2018,5187,3308,63.77482166955851
18097361000,"Census Tract 3610, Marion County, Indiana",2018,2249,2157,95.9092930191196
18097310201,"Census Tract 3102.01, Marion County, Indiana",2018,3634,1361,37.45184369840396
18097360301,"Census Tract 3603.01, Marion County, Indiana",2018,3471,1708,49.20772111783348
18097360401,"Census Tract 3604.01, Marion County, Indiana",2018,6175,1144,18.526315789473685
18097380501,"Census Tract 3805.01, Marion County, Indiana",2018,2449,2123,86.68844426296448
18097321900,"Census Tract 3219, Marion County, Indiana",2018,6022,4773,79.25938226502824
18097322000,"Census Tract 3220, Marion County, Indiana",2018,3248,1364,41.995073891625616
18097322700,"Census Tract 3227, Marion County, Indiana",2018,2050,291,14.195121951219512
18097340102,"Census Tract 3401.02, Marion County, Indiana",2018,3633,1494,41.123038810900084
18097341000,"Census Tract 3410, Marion County, Indiana",2018,1755,1507,85.86894586894587
18097351000,"Census Tract 3510, Marion County, Indiana",2018,2554,550,21.53484729835552
18097380404,"Census Tract 3804.04, Marion County, Indiana",2018,3835,3119,81.32985658409387
18097390101,"Census Tract 3901.01, Marion County, Indiana",2018,8892,7341,82.55735492577598
18097390102,"Census Tract 3901.02, Marion County, Indiana",2018,6010,3800,63.2279534109817
18097390404,"Census Tract 3904.04, Marion County, Indiana",2018,5685,4834,85.03078276165347
18097390405,"Census Tract 3904.05, Marion County, Indiana",2018,4208,2854,67.82319391634981
18097390500,"Census Tract 3905, Marion County, Indiana",2018,2098,365,17.397521448999047
18097390600,"Census Tract 3906, Marion County, Indiana",2018,5798,2192,37.80614004829251
18097390700,"Census Tract 3907, Marion County, Indiana",2018,3067,1297,42.28888164329964
18097390800,"Census Tract 3908, Marion County, Indiana",2018,3992,3115,78.03106212424849
18097390900,"Census Tract 3909, Marion County, Indiana",2018,2779,1352,48.65059373875495
18097391000,"Census Tract 3910, Marion County, Indiana",2018,5981,4173,69.7709413141615
18097390402,"Census Tract 3904.02, Marion County, Indiana",2018,12028,11034,91.73594945128035
18097321300,"Census Tract 3213, Marion County, Indiana",2018,2523,2180,86.40507332540626
18097330103,"Census Tract 3301.03, Marion County, Indiana",2018,4973,4095,82.34466117031972
18097330600,"Census Tract 3306, Marion County, Indiana",2018,6110,3290,53.84615384615385
18097322600,"Census Tract 3226, Marion County, Indiana",2018,3803,247,6.494872469103339
18097321100,"Census Tract 3211, Marion County, Indiana",2018,3504,1909,54.480593607305934
18097320400,"Census Tract 3204, Marion County, Indiana",2018,3208,1915,59.69451371571072
18097340800,"Census Tract 3408, Marion County, Indiana",2018,1656,1396,84.29951690821257
18097351500,"Census Tract 3515, Marion County, Indiana",2018,1940,496,25.567010309278352
18097320903,"Census Tract 3209.03, Marion County, Indiana",2018,5184,623,12.017746913580247
18097360601,"Census Tract 3606.01, Marion County, Indiana",2018,4848,3470,71.57590759075907
18097320106,"Census Tract 3201.06, Marion County, Indiana",2018,2156,1571,72.86641929499072
18097322500,"Census Tract 3225, Marion County, Indiana",2018,1513,391,25.84269662921348
18097342200,"Census Tract 3422, Marion County, Indiana",2018,5738,3285,57.24991286162426
18097355600,"Census Tract 3556, Marion County, Indiana",2018,1946,994,51.07913669064748
18097310305,"Census Tract 3103.05, Marion County, Indiana",2018,6421,1064,16.570627628095313
18097322100,"Census Tract 3221, Marion County, Indiana",2018,2781,1559,56.058971592952176
18097342300,"Census Tract 3423, Marion County, Indiana",2018,6781,5280,77.8646217372069
18097353300,"Census Tract 3533, Marion County, Indiana",2018,2404,1767,73.50249584026622
18097357100,"Census Tract 3571, Marion County, Indiana",2018,2014,1478,73.3862959285005
18097361100,"Census Tract 3611, Marion County, Indiana",2018,3446,2796,81.13755078351713
18097370201,"Census Tract 3702.01, Marion County, Indiana",2018,4472,3937,88.03667262969589
18097381002,"Census Tract 3810.02, Marion County, Indiana",2018,3184,2714,85.23869346733669
18097390200,"Census Tract 3902, Marion County, Indiana",2018,4007,3374,84.20264537060145
18097390403,"Census Tract 3904.03, Marion County, Indiana",2018,10756,9411,87.49535143175902
18097310103,"Census Tract 3101.03, Marion County, Indiana",2018,7652,4750,62.07527443805541
18097310105,"Census Tract 3101.05, Marion County, Indiana",2018,3746,1837,49.038974906567006
18097310108,"Census Tract 3101.08, Marion County, Indiana",2018,3367,2453,72.85417285417286
18097320203,"Census Tract 3202.03, Marion County, Indiana",2018,3039,2176,71.60250082263903
18097320500,"Census Tract 3205, Marion County, Indiana",2018,3153,2559,81.16079923882018
18097320901,"Census Tract 3209.01, Marion County, Indiana",2018,6538,4282,65.49403487304986
18097322400,"Census Tract 3224, Marion County, Indiana",2018,3057,1783,58.32515538109257
18097352400,"Census Tract 3524, Marion County, Indiana",2018,3145,1446,45.97774244833068
18097352700,"Census Tract 3527, Marion County, Indiana",2018,2545,1456,57.210216110019644
18097330700,"Census Tract 3307, Marion County, Indiana",2018,5608,2892,51.56918687589158
18097350100,"Census Tract 3501, Marion County, Indiana",2018,1296,191,14.737654320987655
18097340400,"Census Tract 3404, Marion County, Indiana",2018,3781,939,24.834699814863793
18097342400,"Census Tract 3424, Marion County, Indiana",2018,1435,1273,88.71080139372822
18097342500,"Census Tract 3425, Marion County, Indiana",2018,4681,2889,61.71758171330912
18097350500,"Census Tract 3505, Marion County, Indiana",2018,2262,112,4.951370468611848
18097350600,"Census Tract 3506, Marion County, Indiana",2018,4728,174,3.6802030456852792
18097351600,"Census Tract 3516, Marion County, Indiana",2018,2340,1418,60.598290598290596
18097354700,"Census Tract 3547, Marion County, Indiana",2018,1485,518,34.88215488215488
18097355700,"Census Tract 3557, Marion County, Indiana",2018,2199,1513,68.80400181900865
18097357400,"Census Tract 3574, Marion County, Indiana",2018,4801,2881,60.00833159758383
18097357800,"Census Tract 3578, Marion County, Indiana",2018,1803,1581,87.68718801996673
18097358100,"Census Tract 3581, Marion County, Indiana",2018,2934,2069,70.51806407634629
18097360404,"Census Tract 3604.04, Marion County, Indiana",2018,7070,1465,20.72135785007072
18097380502,"Census Tract 3805.02, Marion County, Indiana",2018,3762,2882,76.60818713450293
18097380800,"Census Tract 3808, Marion County, Indiana",2018,2833,2615,92.30497705612424
18097380901,"Census Tract 3809.01, Marion County, Indiana",2018,4808,4204,87.43760399334442
18097381101,"Census Tract 3811.01, Marion County, Indiana",2018,5883,5004,85.05864354920959
18097381102,"Census Tract 3811.02, Marion County, Indiana",2018,5808,4555,78.4263085399449
18097381204,"Census Tract 3812.04, Marion County, Indiana",2018,3141,2256,71.82425978987584
18097390300,"Census Tract 3903, Marion County, Indiana",2018,5827,5483,94.09644757164922
18097310106,"Census Tract 3101.06, Marion County, Indiana",2018,4014,1582,39.41205779770802
18097320108,"Census Tract 3201.08, Marion County, Indiana",2018,5381,1925,35.77401969894072
18097320202,"Census Tract 3202.02, Marion County, Indiana",2018,4572,4184,91.51356080489938
18097320301,"Census Tract 3203.01, Marion County, Indiana",2018,3339,3063,91.7340521114106
